,character,line,movie,year,words,Adam McKay,Anna Boden,Art Marcum,Ashley Edward Miller,Chris McKenna,Christopher Ford,Christopher Markus,Christopher Yost,Craig Kyle,Don Payne,Drew Pearce,Edgar Wright,Eric Pearson,Erik Sommers,Geneva Robertson-Dworet,Hawk Ostby,James Gunn,Joe Cornish,Joe Robert Cole,John Francis Daley,Jon Watts,Jonathan Goldstein,Joss Whedon,Justin Theroux,Mark Fergus,Matt Holloway,Paul Rudd,Ryan Coogler,Ryan Fleck,Shane Black,Stephen McFeely,Zack Stentz
2842,STEVE ROGERS,"Keep our boys armed and ready, and the Germans will think twice about trying to get the drop on us.",Captain America: The First Avenger,2011,20,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2844,STEVE ROGERS,How many of you ready to help me sock old Adolf on the jaw?  Okay. Uh… I need a volunteer.,Captain America: The First Avenger,2011,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2846,STEVE ROGERS,I think they only know the one song. But um…let me…I’ll…I’ll see what I can do.,Captain America: The First Avenger,2011,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2849,STEVE ROGERS,"Come on, guys. We’re all on the same team here.",Captain America: The First Avenger,2011,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2854,STEVE ROGERS,Hi.,Captain America: The First Avenger,2011,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2856,STEVE ROGERS,What are you doin’ here?,Captain America: The First Avenger,2011,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2858,STEVE ROGERS,Yeah. Uh… I had to improvise a little bit. Crowds I’m used to are usually more uh… twelve.,Captain America: The First Avenger,2011,18,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2860,STEVE ROGERS,Bond sales take a ten percent bump in every state I visit.,Captain America: The First Avenger,2011,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2862,STEVE ROGERS,At least he’s got me doin’ this. Phillips would have had be stuck in lab.,Captain America: The First Avenger,2011,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2864,STEVE ROGERS,"You know for the longest time I dreamed about coming overseas and being on the front lines. Serving my country. I finally get everything I wanted, and I’m wearing tights.  They look like they’ve been through hell.",Captain America: The First Avenger,2011,38,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2866,STEVE ROGERS,The one-oh-seventh?,Captain America: The First Avenger,2011,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2868,STEVE ROGERS,Come on!  Colonel Phillips.,Captain America: The First Avenger,2011,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2870,STEVE ROGERS,I need the casualty list from Azzano.,Captain America: The First Avenger,2011,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2872,STEVE ROGERS,I just need one name. Sergeant James Barnes from the hundred and seventh.,Captain America: The First Avenger,2011,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2874,STEVE ROGERS,"Please tell me if he’s alive, sir. B-A-R…",Captain America: The First Avenger,2011,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2876,STEVE ROGERS,What about the others? Are you planning a rescue mission?,Captain America: The First Avenger,2011,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2878,STEVE ROGERS,"But if you know where they are, why not at least…?",Captain America: The First Avenger,2011,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2880,STEVE ROGERS,I think I understand just fine.,Captain America: The First Avenger,2011,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2882,STEVE ROGERS,"Yes, sir. I do.",Captain America: The First Avenger,2011,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2885,STEVE ROGERS,If that’s what it takes.,Captain America: The First Avenger,2011,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2887,STEVE ROGERS,You don’t know that.,Captain America: The First Avenger,2011,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2889,STEVE ROGERS,"By the time he’s done that, it could be too late!  You told me you thought I was meant for more than this. Did you mean that?",Captain America: The First Avenger,2011,28,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2891,STEVE ROGERS,Then you gotta let me go.,Captain America: The First Avenger,2011,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2898,STEVE ROGERS,"Just get me as close as you can.  You know, you two are gonna be in a lot of trouble at the lab.",Captain America: The First Avenger,2011,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2900,STEVE ROGERS,"Where I’m goin’, if anybody yells at me I can just shoot ‘em.",Captain America: The First Avenger,2011,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2902,STEVE ROGERS,"Well, let’s hope it’s good for somethin’.",Captain America: The First Avenger,2011,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2905,STEVE ROGERS,So are you two…? Do you…? Fondue?,Captain America: The First Avenger,2011,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2907,STEVE ROGERS,Are you sure this thing works?,Captain America: The First Avenger,2011,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
