,character,line,movie,year,words,Christopher Markus,Stephen McFeely,Joss Whedon,Eric Pearson,Craig Kyle,Christopher Yost,Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway,James Gunn
798,THOR,Which one’s the ship she told us to get?,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
799,LOKI,The Commodore.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
800,LOKI,Though I feel it won’t make much of a difference...,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
801,THOR,"Oh, Loki.",Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
802,LOKI,"I know I’ve betrayed you many times before, but this time it’s truly nothing personal.  The reward for your capture will set me up nicely.",Thor: Ragnarok,2017.0,26,False,False,False,True,True,True,False,False,False,False,False
803,THOR,"Never one for sentiment, were you? ",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
804,LOKI,Easier to let it burn.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
805,THOR,I agree.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
806,THOR,"Oh brother, you’re becoming predictable.  I trust you, you betray me.  Round and round in circles we go.",Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
807,THOR,"See, Loki, life is about, it’s about growth.  It’s about change. But you seem to just wanna stay the same. I guess what I’m trying to say is that you’ll always be the God of Mischief, but you could be more.  I’ll just put this over here for you.",Thor: Ragnarok,2017.0,51,False,False,False,True,True,True,False,False,False,False,False
808,THOR,"Anyway, I got places to be so good luck.",Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
809,THOR,"All right, I can figure this out. It’s just another spaceship.",Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
810,GRANDMASTER,"Loyal Sakaarians, Lord of Thunder has stolen my ship and my favorite champion.  Sakaarians, take to the skies.  Bring him down.  Do not let him leave this planet.",Thor: Ragnarok,2017.0,31,False,False,False,True,True,True,False,False,False,False,False
811,BRUCE BANNER,Good shot!,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
812,VALKYRIE,Open the doors.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
813,VALKYRIE,I hope that you’re tougher than you look.,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
814,BRUCE BANNER,Why?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
815,BRUCE BANNER,Shouldn’t we be shooting back or something?,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
816,THOR,"Yes, we should. Where are the guns on this ship? ",Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
817,VALKYRIE,There aren’t any.  It’s a leisure vessel.,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
818,THOR / BANNER,WHAT?!,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
819,VALKYRIE,"Grandmaster uses it for his good times, orgies and stuff.",Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
820,BRUCE BANNER,Did she just say the Grandmaster uses it for orgies?,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
821,THOR,Yeah. Don’t touch anything.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
822,THOR,No!,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
823,THOR,Get inside!,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
824,VALKYRIE,In a minute!,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
825,THOR,I should probably go and help.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
826,THOR,"Here, take the wheel. ",Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
827,BRUCE BANNER,No. I don’t know how to fly one of these.,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
828,THOR,You’re a scientist.  Use one of your PhDs.,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
829,BRUCE BANNER,None of them are for flying alien spaceships!,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
830,BRUCE BANNER,"Okay, come on.  There’s gotta be a gun on this thing.  That looks like a gun.",Thor: Ragnarok,2017.0,18,False,False,False,True,True,True,False,False,False,False,False
831,GRANDMASTER,It’s MY BIRTHDAY! It’s MY BIRTHDAY! It’s MY BIRTHDAY.,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
832,BRUCE BANNER,Yeah!,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
833,VALKYRIE,"Guys, we’re coming up on the Devil’s Anus!",Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
834,KORG,"There she is.  Our ticket out of here.  Hey, what’s this?",Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
835,LOKI,Thank you.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
836,KORG,"Hey man, we’re about to jump on that ginormous spaceship.  You wanna come? ",Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
837,LOKI,You do seem like you’re in desperate need of leadership.,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
838,KORG,Why thank you.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
839,VALKYRIE,Here we go!,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
840,SKURGE,"Asgardians, some misguided soul has stolen the Bifrost sword.  Tell us where it is, or there will be consequences.  Bad ones.",Thor: Ragnarok,2017.0,23,False,False,False,True,True,True,False,False,False,False,False
841,SKURGE,Well?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
842,HELA,You.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
843,ASGARDIAN CITIZENS,No! Stop!,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
844,HELA,Well?  Executioner?,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
845,ASGARDIAN MAN,Wait! I know where the sword is.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
846,VALKYRIE,I never thought I’d be back here.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
847,BRUCE BANNER,"I thought it’d be nicer.  I mean, not that it’s not nice.  It’s just, it’s on fire. ",Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
848,VALKYRIE,"Here, up here in the mountains.",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
849,VALKYRIE,Heat signatures.  People clustered together.  Hela’s coming for them.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
850,THOR,"Okay, drop me off at the palace and I’ll draw her away. ",Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
851,VALKYRIE,And get yourself killed?,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
852,THOR,"The people trapped down there are all that matters.  While I’m dealing with Hela, I need you two to help get everyone off Asgard. ",Thor: Ragnarok,2017.0,26,False,False,False,True,True,True,False,False,False,False,False
853,BRUCE BANNER,How the hell are we supposed to do that?,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
854,THOR,I have a man on the ground.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
855,HEIMDALL,Asgard. She’s here.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
856,THOR,Now the ship has guns.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
857,VALKYRIE,I’ll take it from here.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
858,THOR,I found this in the armory.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
859,VALKYRIE,“Your majesty.”  Don’t die.  You know what I mean.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
860,HEIMDALL,We must keep moving! Go to the Bifrost!,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
861,THOR,Sister.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
862,HELA,You’re still alive.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
863,THOR,"I love what you’ve done with the place.  Redecorating, I see. ",Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
864,HELA,It seems our father’s solution to every problem was to cover it up.,Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
865,THOR,Or to cast it out. He told you you were worthy.  He said the same thing to me.,Thor: Ragnarok,2017.0,19,False,False,False,True,True,True,False,False,False,False,False
866,HELA,"You see, you never knew him, not at his best. Odin and I drowned entire civilizations in blood and tears. Where do you think all this gold came from? And then one day he decided to become a benevolent king. To foster peace, to protect life. To have you. ",Thor: Ragnarok,2017.0,50,False,False,False,True,True,True,False,False,False,False,False
867,THOR,"I understand why you’re angry. And you are my sister, and technically have a claim to the throne. And believe me, I would love for someone else to rule. But it can’t be you.  You’re just...the worst.",Thor: Ragnarok,2017.0,38,False,False,False,True,True,True,False,False,False,False,False
868,HELA,"Okay, get up.  You’re in my seat. ",Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
869,THOR,"You know, Father once told me that a wise king never seeks out war. ",Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
870,HELA,But must always be ready for it.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
871,HEIMDALL,Go back!,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
872,HELA,"To be honest, I expected more.",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
873,SKURGE,Heimdall!  The sword!,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
874,HEIMDALL,We must cross now!  To Bi-Frost!,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
875,HELA,"Here’s the difference between us. I’m Odin’s firstborn, the rightful heir, the savior of Asgard. And you’re nothing. ",Thor: Ragnarok,2017.0,19,False,False,False,True,True,True,False,False,False,False,False
876,HELA,So simple.  Even a blind man could see it.,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
877,HELA,Now you remind me of Dad.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
878,VALKYRIE,This stupid dog won’t die!,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
879,BRUCE BANNER,Everything’s going to be okay.  I got this.  You want to know who I am?,Thor: Ragnarok,2017.0,17,False,False,False,True,True,True,False,False,False,False,False
880,VALKYRIE,What the hell are you talking about?,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
881,BRUCE BANNER,You’ll see.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
882,HELA,You see?  No one’s going anywhere. I’ll get that sword even if I have to kill every single one of them to do it.,Thor: Ragnarok,2017.0,25,False,False,False,True,True,True,False,False,False,False,False
883,KORG,Hey man.  I’m Korg.  This is Miek.,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
884,KORG,We’re going to jump on that spaceship and get out of here. Want to come?,Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
885,LOKI,Your savior is here!,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
886,HELA,That little shit.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
887,LOKI,"Did you miss me?  Everybody on that ship, now.",Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
888,HEIMDALL,Welcome home.  I saw you coming.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
889,LOKI,Of course you did.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
890,HELA,"A valiant effort, but you never stood a chance.",Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
891,HELA,"You see?  I’m not a queen, or a monster. ",Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
